access,family,Baltimore
NC_009248,Reoviridae,III
NC_007210,Geminiviridae,II
NC_014324,Geminiviridae,II
NC_014524,Reoviridae,III
NC_014647,Geminiviridae,II
NC_014446 NC_004636,Geminiviridae,II
NC_014631,Geminiviridae,II
NC_012210,Betaflexiviridae,IV
NC_012211,Alphaflexiviridae,IV
NC_003732,Reoviridae,III
NC_003733,Reoviridae,III
NC_003763,Reoviridae,III
NC_003766,Reoviridae,III
NC_010710,Secoviridae,IV
NC_014127,Tymoviridae,IV
NC_014599,Reoviridae,III
NC_014648,Caulimoviridae,VII
NC_003767,Reoviridae,III
NC_003768,Reoviridae,III
NC_003773,Reoviridae,III
NC_003774,Reoviridae,III
NC_001426,Leviviridae,IV
NC_013014,Partitiviridae,III
NC_013015,Partitiviridae,III
NC_015393,Potyviridae,IV
NC_011309,Geminiviridae,II
NC_014516,Reoviridae,III
NC_015267,Papillomaviridae,I
NC_015450,Phenuiviridae,V
NC_007549,Reoviridae,III
NC_007550,Reoviridae,III
NC_007551,Reoviridae,III
NC_007552,Reoviridae,III
NC_007555,Reoviridae,III
NC_013017,Geminiviridae,II
NC_013019,Geminiviridae,II
NC_013413,Geminiviridae,II
NC_013953,Baculoviridae,I
NC_009238,Polyomaviridae,I
NC_009764,Betaflexiviridae,IV
NC_014905,Potyviridae,IV
NC_015131,Reoviridae,III
NC_015135,Reoviridae,III
NC_015492,Secoviridae,IV
NC_015504,Caulimoviridae,VII
NC_004627,Geminiviridae,II
NC_013470,Curvulaviridae,III
NC_013471,Curvulaviridae,III
NC_006960,Partitiviridae,III
NC_003987,Picornaviridae,IV
NC_007574,Reoviridae,III
NC_007569,Reoviridae,III
NC_010254,Arenaviridae,V
NC_010255,Arenaviridae,V
NC_015211,Bacilladnaviridae,II
NC_016013,Papillomaviridae,I
NC_016085,Kitaviridae,IV
NC_016162,Inoviridae,II
NC_016580,Geminiviridae,II
NC_015935,Astroviridae,IV
NC_011805,Geminiviridae,II
NC_012120,Geminiviridae,II
NC_007611 NC_012122 NC_025897,Polyomaviridae,I
NC_016752,Parvoviridae,II
NC_013022,Geminiviridae,II
NC_014236,Reoviridae,III
NC_014237,Reoviridae,III
NC_014239,Reoviridae,III
NC_014240,Reoviridae,III
NC_013036,Herpesviridae,I
NC_010666,Reoviridae,III
NC_010950,Geminiviridae,II
NC_014381,Geminiviridae,II
NC_016074,Papillomaviridae,I
NC_016141,Kitaviridae,IV
NC_016156,Picornaviridae,IV
NC_016647,Parvoviridae,II
NC_016760,Quadriviridae,III
NC_012123,Papillomaviridae,I
NC_014241,Reoviridae,III
NC_014242,Reoviridae,III
NC_014243,Reoviridae,III
NC_014244,Reoviridae,III
NC_014245,Reoviridae,III
NC_014481,Amalgaviridae,III
NC_011108,Tombusviridae,IV
NC_011190,Secoviridae,IV
NC_014527,Reoviridae,III
NC_015452,Phenuiviridae,V
NC_015043,Geminiviridae,II
NC_016959,Togaviridae,IV
NC_015324,Geminiviridae,II
NC_015325,Papillomaviridae,I
NC_012564,Parvoviridae,II
NC_018872,Potyviridae,IV
NC_008365,Virgaviridae,IV
AC_000020 BK000403,Adenoviridae,I
NC_013404,Reoviridae,III
NC_013499,Totiviridae,III
NC_014607,Reoviridae,III
NC_006494,Iflaviridae,IV
AC_000017 BK005234,Adenoviridae,I
AC_000018 BK005235,Adenoviridae,I
AC_000019 BK005236,Adenoviridae,I
AC_000004,Adenoviridae,I
AC_000009,Adenoviridae,I
AC_000016,Adenoviridae,I
AC_000011 BK000413,Adenoviridae,I
NC_006383,Paramyxoviridae,V
NC_014372,Filoviridae,V
NC_010624,Caliciviridae,IV
NC_005843,Geminiviridae,II
AC_000013,Adenoviridae,I
NC_014463,Chrysoviridae,III
NC_014523,Reoviridae,III
NC_014929,Circoviridae,II
NC_013796,Polyomaviridae,I
AC_000014,Adenoviridae,I
NC_002211,Orthomyxoviridae,V
NC_007543,Reoviridae,III
NC_005096,Secoviridae,IV
NC_007647,Endornaviridae,IV
NC_007649,Endornaviridae,IV
NC_001928,Geminiviridae,II
NC_008728,Reoviridae,III
NC_013102,Geminiviridae,II
NC_001489,Picornaviridae,IV
NC_001483,Alphaflexiviridae,IV
NC_006013,Reoviridae,III
NC_006014,Reoviridae,III
NC_003604,Betaflexiviridae,IV
NC_015297,Inoviridae,II
NC_003014,Reoviridae,III
NC_003138,Caulimoviridae,VII
NC_003417,Togaviridae,IV
NC_006431,Hypoviridae,IV
NC_008733,Reoviridae,III
NC_004659,Geminiviridae,II
NC_004673,Geminiviridae,II
NC_004634,Geminiviridae,II
NC_004012,Alphaflexiviridae,IV
NC_007609,Tymoviridae,IV
NC_001612 NC_010412 NC_010413,Picornaviridae,IV
NC_009538,Bromoviridae,IV
NC_009532,Tymoviridae,IV
NC_003478,Virgaviridae,IV
NC_003828,Geminiviridae,II
NC_004202,Reoviridae,III
NC_004658,Geminiviridae,II
NC_011058 NC_010289,Geminiviridae,II
NC_001897,Picornaviridae,IV
NC_007545,Reoviridae,III
NC_004580,Geminiviridae,II
NC_004582 NC_014897,Geminiviridae,II
NC_005169,Reoviridae,III
NC_004289,Parvoviridae,II
NC_010246,Totiviridae,III
NC_004291,Arenaviridae,V
NC_014411,Picornaviridae,IV
NC_005347,Geminiviridae,II
NC_006015,Reoviridae,III
NC_006018,Reoviridae,III
NC_022639,Reoviridae,III
NC_005170,Reoviridae,III
NC_005172,Reoviridae,III
NC_005173,Reoviridae,III
NC_005171,Reoviridae,III
NC_005166,Reoviridae,III
NC_002795,Betaflexiviridae,IV
NC_009759,Betaflexiviridae,IV
NC_010434,Alphaflexiviridae,IV
NC_009041,Virgaviridae,IV
NC_014412,Picornaviridae,IV
NC_006312,Orthomyxoviridae,V
NC_006052,Aspiviridae,V
NC_006147,Parvoviridae,II
NC_006946,Betaflexiviridae,IV
NC_007002,Caulimoviridae,VII
NC_011065,Botourmiaviridae,IV
NC_004300,Geminiviridae,II
NC_005319,Geminiviridae,II
NC_005852,Geminiviridae,II
NC_022634,Reoviridae,III
NC_003377,Potyviridae,IV
NC_004426,Potyviridae,IV
NC_005168,Reoviridae,III
NC_005167,Reoviridae,III
NC_005888,Hepadnaviridae,VII
NC_008730,Reoviridae,III
NC_011068,Botourmiaviridae,IV
NC_011070,Botourmiaviridae,IV
NC_010435,Geminiviridae,II
NC_003556,Geminiviridae,II
NC_009951,Polyomaviridae,I
NC_007242,Partitiviridae,III
NC_007539,Chrysoviridae,III
NC_006271,Secoviridae,IV
NC_005081,Arenaviridae,V
NC_005636,Geminiviridae,II
NC_004346,Solemoviridae,IV
NC_004097,Geminiviridae,II
NC_001482,Retroviridae,VI
NC_001802,Retroviridae,VI
NC_003742,Potyviridae,IV
NC_013458,Nodaviridae,IV
NC_007817,Microviridae,II
NC_007220,Circoviridae,II
NC_010178,Closteroviridae,IV
NC_014462,Chrysoviridae,III
NC_014465,Chrysoviridae,III
NC_001867,Retroviridae,VI
NC_008057,Geminiviridae,II
NC_008266,Betaflexiviridae,IV
NC_004356,Geminiviridae,II
NC_004667 NC_018844,Closteroviridae,IV
NC_001451,Coronaviridae,IV
NC_003513,Benyviridae,IV
NC_003515,Benyviridae,IV
NC_003632,Alphaflexiviridae,IV
NC_006319,Phenuiviridae,V
NC_013459,Nodaviridae,IV
NC_013460,Nodaviridae,IV
NC_013464,Geminiviridae,II
NC_014468,Parvoviridae,II
NC_014469,Papillomaviridae,I
NC_008732,Reoviridae,III
NC_003739,Mayoviridae,IV
NC_003807,Tombusviridae,IV
NC_003806,Tombusviridae,IV
NC_005986,Reoviridae,III
NC_005987,Reoviridae,III
NC_005989,Reoviridae,III
NC_013467,Geminiviridae,II
NC_008316,Geminiviridae,II
NC_014473,Geminiviridae,II
NC_015227,Tombusviridae,IV
NC_015228,Caulimoviridae,VII
NC_015229,Tymoviridae,IV
NC_016581,Geminiviridae,II
NC_016898,Papillomaviridae,I
NC_003797,Potyviridae,IV
NC_001445,Potyviridae,IV
NC_001517,Potyviridae,IV
NC_001616,Potyviridae,IV
NC_001814,Potyviridae,IV
NC_007536,Reoviridae,III
NC_007663,Reoviridae,III
NC_007728,Potyviridae,IV
NC_014745,Geminiviridae,II
NC_014748,Bacilladnaviridae,II
NC_014791,Potyviridae,IV
NC_015627 NC_011402,Geminiviridae,II
NC_002686,Herpesviridae,I
NC_003031,Caulimoviridae,VII
NC_004005,Geminiviridae,II
NC_003399,Potyviridae,IV
NC_003492,Potyviridae,IV
NC_005904,Potyviridae,IV
NC_007147,Potyviridae,IV
NC_007965,Geminiviridae,II
NC_008037,Bromoviridae,IV
NC_008307,Tospoviridae,V
NC_015628,Geminiviridae,II
NC_002643,Microviridae,II
NC_002729,Betaflexiviridae,IV
NC_016014,Papillomaviridae,I
NC_003243,Rhabdoviridae,V
NC_012664,Geminiviridae,II
NC_012665,Geminiviridae,II
NC_012783,Herpesviridae,I
NC_016075,Papillomaviridae,I
NC_008028,Potyviridae,IV
NC_009741,Potyviridae,IV
NC_009744,Potyviridae,IV
NC_009995,Potyviridae,IV
NC_010107,Papillomaviridae,I
NC_014793,Dicistroviridae,IV
NC_003641,Nanoviridae,II
NC_023626,Nanoviridae,II
NC_002593,Baculoviridae,I
NC_010735,Potyviridae,IV
NC_011560,Potyviridae,IV
NC_011918,Potyviridae,IV
NC_009490,Geminiviridae,II
NC_014794,Geminiviridae,II
NC_014795,Geminiviridae,II
NC_003509,Secoviridae,IV
NC_003007,Reoviridae,III
NC_003022,Reoviridae,III
NC_014545,Solemoviridae,IV
NC_004637,Geminiviridae,II
NC_007541,Chrysoviridae,III
NC_004124,Closteroviridae,IV
NC_016031,Parvoviridae,II
NC_016032,Parvoviridae,II
NC_003787,Secoviridae,IV
NC_016649,Geminiviridae,II
NC_014038,Potyviridae,IV
NC_014325,Potyviridae,IV
NC_015394,Potyviridae,IV
NC_014413,Picornaviridae,IV
NC_005894,Arenaviridae,V
NC_012685,Parvoviridae,II
NC_012786,Geminiviridae,II
NC_016083,Geminiviridae,II
NC_016084,Kitaviridae,IV
NC_016086,Kitaviridae,IV
NC_016579,Geminiviridae,II
NC_004635,Geminiviridae,II
NC_014799,Geminiviridae,II
NC_015268,Papillomaviridae,I
NC_015629,Mitoviridae,IV
NC_004036,Caulimoviridae,VII
NC_004730,Virgaviridae,IV
AC_000001,Adenoviridae,I
NC_016087,Kitaviridae,IV
NC_016960,Togaviridae,IV
NC_008558,Potyviridae,IV
NC_011505,Reoviridae,III
NC_011538,Tymoviridae,IV
NC_011544,Alphaflexiviridae,IV
NC_011706,Partitiviridae,III
NC_007455,Parvoviridae,II
NC_011024,Geminiviridae,II
AC_000189 NC_005869,Adenoviridae,I
AC_000190 NC_004453,Adenoviridae,I
AC_000191 NC_006324,Adenoviridae,I
NC_001650,Herpesviridae,I
NC_002361,Circoviridae,II
NC_012800,Picornaviridae,IV
NC_012802,Picornaviridae,IV
NC_016519,Virgaviridae,IV
NC_016509,Closteroviridae,IV
NC_004156,Nudiviridae,I
NC_015586,Inoviridae,II
NC_004626,Geminiviridae,II
NC_001859 NC_017676,Picornaviridae,IV
NC_003094,Baculoviridae,I
NC_005899,Alphatetraviridae,IV
NC_005883,Totiviridae,III
NC_005095,Nodaviridae,IV
NC_005093,Rhabdoviridae,V
NC_001806,Herpesviridae,I
NC_004424,Virgaviridae,IV
NC_004425,Virgaviridae,IV
NC_003348,Papillomaviridae,I
NC_001726,Tombusviridae,IV
NC_002024,Bromoviridae,IV
NC_002205,Orthomyxoviridae,V
NC_008094,Retroviridae,VI
NC_004046,Mitoviridae,IV
NC_003752,Reoviridae,III
NC_002350,Potyviridae,IV
NC_002349,Potyviridae,IV
NC_005974,Rhabdoviridae,V
NC_001547,Togaviridae,IV
NC_005777,Peribunyaviridae,V
NC_004763,Polyomaviridae,I
NC_003701,Reoviridae,III
NC_004153,Geminiviridae,II
NC_006000,Reoviridae,III
NC_002618,Solemoviridae,IV
NC_003516,Benyviridae,IV
NC_003517,Benyviridae,IV
NC_007906,Arenaviridae,V
NC_008252,Baculoviridae,I
NC_008249,Solemoviridae,IV
NC_007646,Herpesviridae,I
NC_003401 NC_007016,Herpesviridae,I
NC_008725,Baculoviridae,I
NC_001777,Tombusviridae,IV
NC_002324,Phenuiviridae,V
NC_004203,Reoviridae,III
NC_006001,Reoviridae,III
NC_006002,Reoviridae,III
NC_006003,Reoviridae,III
NC_005776,Peribunyaviridae,V
NC_003521,Herpesviridae,I
NC_016440,Betaflexiviridae,IV
NC_016561,Hepadnaviridae,VII
NC_011317,Parvoviridae,II
NC_003504,Geminiviridae,II
NC_003656,Reoviridae,III
NC_003699,Reoviridae,III
NC_003765,Reoviridae,III
NC_001401,Parvoviridae,II
NC_008267,Geminiviridae,II
NC_009745,Potyviridae,IV
NC_003823,Totiviridae,III
NC_006059,Alphaflexiviridae,IV
NC_006053,Aspiviridae,V
NC_002512,Herpesviridae,I
NC_003698,Reoviridae,III
NC_016442,Virgaviridae,IV
NC_016443,Secoviridae,IV
NC_016572,Geminiviridae,II
NC_016573,Geminiviridae,II
NC_016574,Geminiviridae,II
NC_010661,Reoviridae,III
NC_003845,Bromoviridae,IV
NC_003886,Partitiviridae,III
NC_003891,Geminiviridae,II
NC_004049,Mitoviridae,IV
NC_001541,Papillomaviridae,I
NC_001678 NC_012640 NC_012652 NC_012653,Papillomaviridae,I
NC_001690,Papillomaviridae,I
NC_001693,Papillomaviridae,I
NC_001691,Papillomaviridae,I
NC_001676,Papillomaviridae,I
NC_022641,Reoviridae,III
NC_001701,Parvoviridae,II
NC_006146,Herpesviridae,I
NC_002815,Alphaflexiviridae,IV
NC_005215,Hantaviridae,V
NC_005077,Arenaviridae,V
NC_005897,Arenaviridae,V
NC_004197 NC_010192 NC_010193 NC_014362,Papillomaviridae,I
NC_016447,Herpesviridae,I
NC_016448,Herpesviridae,I
NC_016575,Geminiviridae,II
NC_016576,Geminiviridae,II
NC_006962,Closteroviridae,IV
NC_001718,Parvoviridae,II
NC_001747,Solemoviridae,IV
NC_004104 NC_002644,Papillomaviridae,I
NC_004171,Cystoviridae,III
NC_004628,Geminiviridae,II
NC_003606,Potyviridae,IV
NC_003782,Dicistroviridae,IV
NC_003715,Cystoviridae,III
NC_003716,Cystoviridae,III
NC_002509,Potyviridae,IV
NC_008190,Partitiviridae,III
NC_008191,Partitiviridae,III
NC_000939,Tombusviridae,IV
NC_003762,Reoviridae,III
NC_006317,Arenaviridae,V
NC_002199,Paramyxoviridae,V
NC_005036,Paramyxoviridae,V
NC_005134,Papillomaviridae,I
NC_004011,Potyviridae,IV
NC_004295,Parvoviridae,II
NC_003878,Virgaviridae,IV
NC_016577,Geminiviridae,II
NC_016578,Geminiviridae,II
NC_003215,Togaviridae,IV
NC_004640,Geminiviridae,II
NC_004810,Closteroviridae,IV
NC_007537,Partitiviridae,III
NC_007767,Baculoviridae,I
NC_008283,Geminiviridae,II
NC_008284,Geminiviridae,II
NC_005221,Phenuiviridae,V
NC_001265,Tombusviridae,IV
NC_002469,Astroviridae,IV
NC_004215,Reoviridae,III
NC_004216,Reoviridae,III
NC_003610,Virgaviridae,IV
NC_003400,Alphaflexiviridae,IV
NC_004618,Geminiviridae,II
NC_004655,Geminiviridae,II
NC_005053,Circoviridae,II
NC_005132,Alphaflexiviridae,IV
NC_015961,Geminiviridae,II
NC_005079,Arenaviridae,V
NC_005175,Reoviridae,III
NC_005218,Hantaviridae,V
NC_008170,Kitaviridae,IV
NC_006308,Orthomyxoviridae,V
NC_006311,Orthomyxoviridae,V
NC_006309,Orthomyxoviridae,V
NC_001927,Peribunyaviridae,V
NC_005225,Hantaviridae,V
NC_003083,Baculoviridae,I
NC_012038,Betaflexiviridae,IV
NC_012041,Geminiviridae,II
NC_005778,Potyviridae,IV
NC_004573,Potyviridae,IV
NC_005288,Potyviridae,IV
NC_003605,Potyviridae,IV
NC_005889,Parvoviridae,II
NC_005999,Reoviridae,III
NC_003616,Tospoviridae,V
NC_003614,Tospoviridae,V
NC_008302,Tospoviridae,V
NC_007571,Reoviridae,III
NC_009087,Betaflexiviridae,IV
NC_011545,Parvoviridae,II
NC_013465,Geminiviridae,II
NC_013057,Arenaviridae,V
NC_005210,Closteroviridae,IV
NC_005209,Closteroviridae,IV
NC_013116,Genomoviridae,II
AC_000003,Adenoviridae,I
NC_008177,Reoviridae,III
NC_001457,Papillomaviridae,I
NC_015399,Circoviridae,II
NC_007654,Retroviridae,VI
NC_007612,Papillomaviridae,I
NC_006315,Aspiviridae,V
NC_006316,Aspiviridae,V
NC_014821,Betaflexiviridae,IV
NC_016964,Picornaviridae,IV
NC_016965,Geminiviridae,II
NC_003559,Nanoviridae,II
NC_003560,Nanoviridae,II
NC_016877,Reoviridae,III
NC_015552,Virgaviridae,IV
NC_015879,Reoviridae,III
NC_015880,Reoviridae,III
NC_015881,Reoviridae,III
NC_015882,Reoviridae,III
NC_007905,Arenaviridae,V
NC_001434,Hepeviridae,IV
NC_007731,Alphaflexiviridae,IV
NC_013218,Secoviridae,IV
NC_013219,Secoviridae,IV
NC_013397,Reoviridae,III
NC_013398,Reoviridae,III
NC_013399,Reoviridae,III
NC_013401,Reoviridae,III
NC_001866,Retroviridae,VI
NC_001494,Retroviridae,VI
NC_014395 NC_002045,Phenuiviridae,V
NC_001361,Betaflexiviridae,IV
NC_013403,Reoviridae,III
NC_013405,Reoviridae,III
NC_013400,Reoviridae,III
NC_010951,Geminiviridae,II
NC_010952,Geminiviridae,II
NC_014238,Reoviridae,III
NC_007534,Reoviridae,III
NC_007560,Reoviridae,III
NC_007816,Tombusviridae,IV
NC_022637,Reoviridae,III
NC_015116,Retroviridae,VI
NC_004440,Secoviridae,IV
NC_003443,Paramyxoviridae,V
NC_005281,Marnaviridae,IV
NC_002728,Paramyxoviridae,V
NC_003729,Reoviridae,III
NC_004611,Geminiviridae,II
NC_003615,Secoviridae,IV
NC_010953,Geminiviridae,II
NC_016648,Endornaviridae,IV
NC_016159,Potyviridae,IV
NC_015491,Geminiviridae,II
NC_017004,Geminiviridae,II
NC_015124,Geminiviridae,II
NC_015126,Reoviridae,III
NC_001331,Inoviridae,II
NC_003056,Tombusviridae,IV
NC_001514,Retroviridae,VI
NC_003887,Geminiviridae,II
NC_014596,Geminiviridae,II
NC_004542 NC_013286 NC_013287,Caliciviridae,IV
NC_015127,Reoviridae,III
NC_015128,Reoviridae,III
NC_015129,Reoviridae,III
NC_015130,Reoviridae,III
NC_015132,Reoviridae,III
NC_015133,Reoviridae,III
NC_015134,Reoviridae,III
NC_011515,Tombusviridae,IV
NC_003496,Secoviridae,IV
NC_003054,Circoviridae,II
NC_005290,Secoviridae,IV
NC_005289,Secoviridae,IV
NC_001800,Alphaflexiviridae,IV
NC_004645,Geminiviridae,II
NC_004639,Geminiviridae,II
NC_010944,Virgaviridae,IV
NC_010947,Geminiviridae,II
NC_004646,Geminiviridae,II
NC_003680,Tombusviridae,IV
NC_003672,Virgaviridae,IV
NC_002357,Virgaviridae,IV
NC_009383,Betaflexiviridae,IV
NC_010946,Geminiviridae,II
NC_010707,Hantaviridae,V
NC_010838,Geminiviridae,II
NC_007408,Alphaflexiviridae,IV
NC_006259,Parvoviridae,II
NC_003520,Virgaviridae,IV
NC_007582,Reoviridae,III
NC_001789,Papillomaviridae,I
NC_012931,Solemoviridae,IV
NC_015150,Polyomaviridae,I
NC_003530,Tombusviridae,IV
NC_004676,Geminiviridae,II
NC_004674,Geminiviridae,II
NC_005267,Secoviridae,IV
NC_010839 NC_010564,Geminiviridae,II
NC_012535,Reoviridae,III
NC_001396,Inoviridae,II
NC_006011,Reoviridae,III
NC_006009,Reoviridae,III
NC_001834,Dicistroviridae,IV
NC_006265,Solemoviridae,IV
NC_011554,Bromoviridae,IV
NC_001935,Geminiviridae,II
NC_001939,Geminiviridae,II
NC_001938,Geminiviridae,II
NC_002641,Herpesviridae,I
NC_005301,Nairoviridae,V
NC_001354,Papillomaviridae,I
NC_001874,Dicistroviridae,IV
NC_002330,Virgaviridae,IV
NC_004174,Cystoviridae,III
NC_003541,Bromoviridae,IV
NC_006061,Closteroviridae,IV
NC_006943,Alphaflexiviridae,IV
NC_015049,Herpesviridae,I
NC_015050,Solemoviridae,IV
NC_015940,Picornaviridae,IV
NC_001724,Retroviridae,VI
NC_003434,Geminiviridae,II
NC_006875,Caliciviridae,IV
NC_001943,Astroviridae,IV
NC_003691,Nodaviridae,IV
NC_003740,Mayoviridae,IV
NC_003669,Virgaviridae,IV
NC_007657,Reoviridae,III
NC_015941,Picornaviridae,IV
NC_007673,Reoviridae,III
NC_007584,Reoviridae,III
NC_007749,Reoviridae,III
NC_007751,Reoviridae,III
NC_002016,Orthomyxoviridae,V
NC_015069,Nodaviridae,IV
NC_005896,Closteroviridae,IV
NC_006447,Arenaviridae,V
NC_001725,Caulimoviridae,VII
NC_004200,Reoviridae,III
NC_001348,Herpesviridae,I
NC_008729,Reoviridae,III
NC_010646,Coronaviridae,IV
NC_008310,Virgaviridae,IV
NC_004122,Bromoviridae,IV
NC_007003,Caulimoviridae,VII
NC_010985,Curvulaviridae,III
NC_010948,Geminiviridae,II
NC_011372,Mitoviridae,IV
NC_001555,Potyviridae,IV
NC_002568,Solemoviridae,IV
NC_007158,Reoviridae,III
NC_002164,Tymoviridae,IV
NC_001449,Togaviridae,IV
NC_022633,Reoviridae,III
NC_022635,Reoviridae,III
NC_022636,Reoviridae,III
NC_022638,Reoviridae,III
NC_010757,Arenaviridae,V
NC_015451,Phenuiviridae,V
NC_014380,Geminiviridae,II
NC_013920,Tymoviridae,IV
NC_013528,Togaviridae,IV
NC_022640,Reoviridae,III
NC_022642,Reoviridae,III
NC_015934,Picornaviridae,IV
NC_003467,Hantaviridae,V
NC_003785,Secoviridae,IV
NC_014645,Geminiviridae,II
NC_006944,Closteroviridae,IV
NC_014143,Papillomaviridae,I
NC_028106,Bornaviridae,V
NC_019034,Geminiviridae,II
NC_004170,Cystoviridae,III
NC_004586,Siphoviridae,I
NC_004820,Siphoviridae,I
NC_004821,Siphoviridae,I
NC_024810,Geminiviridae,II
NC_013135,Rhabdoviridae,V
NC_034268,Chrysoviridae,III
NC_034269,Chrysoviridae,III
NC_034270,Chrysoviridae,III
NC_034271,Chrysoviridae,III
NC_036389,Iflaviridae,IV
NC_034552,Hantaviridae,V
NC_034553,Hantaviridae,V
NC_034470,Hantaviridae,V
NC_026439,Arteriviridae,IV
NC_034513,Partitiviridae,III
NC_034523,Partitiviridae,III
NC_034514,Partitiviridae,III
NC_038236,Rhabdoviridae,V
NC_038260,Herpesviridae,I
NC_038261,Phenuiviridae,V
NC_038262,Phenuiviridae,V
NC_038263,Phenuiviridae,V
NC_003346,Parvoviridae,II
NC_003812,Nanoviridae,II
NC_003813,Nanoviridae,II
NC_003815,Nanoviridae,II
NC_003816,Nanoviridae,II
NC_003817,Nanoviridae,II
NC_003819,Nanoviridae,II
NC_011547,Coronaviridae,IV
NC_038264,Herpesviridae,I
NC_038265,Herpesviridae,I
NC_038266,Herpesviridae,I
NC_038267,Herpesviridae,I
NC_038268,Bornaviridae,V
NC_038269,Artoviridae,V
NC_038270,Paramyxoviridae,V
NC_038275,Rhabdoviridae,V
NC_038276,Rhabdoviridae,V
NC_038277,Rhabdoviridae,V
NC_038278,Rhabdoviridae,V
NC_038279,Rhabdoviridae,V
NC_038280,Rhabdoviridae,V
NC_038282,Rhabdoviridae,V
NC_038283,Rhabdoviridae,V
NC_038284,Rhabdoviridae,V
NC_038285,Rhabdoviridae,V
NC_038286,Rhabdoviridae,V
NC_038287,Rhabdoviridae,V
NC_038288,Tospoviridae,V
NC_038289,Tospoviridae,V
NC_038290,Tospoviridae,V
NC_038291,Arteriviridae,IV
NC_038292,Arteriviridae,IV
NC_038295,Tobaniviridae,IV
NC_038296,Mesoniviridae,IV
NC_038297,Mesoniviridae,IV
NC_038302,Iflaviridae,IV
NC_038303,Picornaviridae,IV
NC_038305,Picornaviridae,IV
NC_038307,Picornaviridae,IV
NC_038308,Picornaviridae,IV
NC_038310,Picornaviridae,IV
NC_038313,Picornaviridae,IV
NC_038314,Picornaviridae,IV
NC_038315,Picornaviridae,IV
NC_038316,Picornaviridae,IV
NC_038317,Picornaviridae,IV
NC_038318,Picornaviridae,IV
NC_038320,Secoviridae,IV
NC_038321,Marnaviridae,IV
NC_038322,Betaflexiviridae,IV
NC_038323,Betaflexiviridae,IV
NC_038325,Betaflexiviridae,IV
NC_038326,Betaflexiviridae,IV
NC_038327,Tymoviridae,IV
NC_038328,Tymoviridae,IV
NC_038329,Tymoviridae,IV
NC_038330,Tymoviridae,IV
NC_038331,Tymoviridae,IV
NC_038335,Alphatetraviridae,IV
NC_038364,Arenaviridae,V
NC_038366,Arenaviridae,V
NC_038367,Arenaviridae,V
NC_038370,Baculoviridae,I
NC_038371,Baculoviridae,I
NC_038372,Baculoviridae,I
NC_038373,Hantaviridae,V
NC_038374,Hantaviridae,V
NC_038378,Caulimoviridae,VII
NC_038379,Caulimoviridae,VII
NC_038380,Caulimoviridae,VII
NC_038381,Caulimoviridae,VII
NC_038382,Caulimoviridae,VII
NC_038383,Hantaviridae,V
NC_038384,Hantaviridae,V
NC_038385,Circoviridae,II
NC_038386,Circoviridae,II
NC_038387,Circoviridae,II
NC_038388,Circoviridae,II
NC_038389,Circoviridae,II
NC_038390,Circoviridae,II
NC_038391,Circoviridae,II
NC_038392,Circoviridae,II
