access,family,Baltimore
NC_008371,Siphoviridae,I
NC_049348,Siphoviridae,I
NC_049347,Siphoviridae,I
NC_004775,Podoviridae,I
NC_007053,Siphoviridae,I
NC_005841,Podoviridae,I
NC_005880,Herelleviridae,I
NC_004927,Myoviridae,I
NC_004777,Autographiviridae,I
NC_004745,Myoviridae,I
NC_004827,Myoviridae,I
NC_004902,Siphoviridae,I
NC_006936,Siphoviridae,I
NC_005258,Tectiviridae,I
NC_006820,Myoviridae,I
NC_005262,Podoviridae,I
NC_005263,Myoviridae,I
NC_009540,Drexlerviridae,I
NC_042024,Siphoviridae,I
NC_049809,Siphoviridae,I
NC_049943,Siphoviridae,I
NC_005857,Siphoviridae,I
NC_005356,Siphoviridae,I
NC_009878,Siphoviridae,I
NC_009016,Myoviridae,I
NC_009231,Myoviridae,I
NC_006883,Myoviridae,I
NC_006884,Myoviridae,I
NC_007623,Myoviridae,I
NC_005887,Podoviridae,I
NC_005893,Siphoviridae,I
NC_006552,Podoviridae,I
NC_007066,Herelleviridae,I
NC_010105,Myoviridae,I
NC_006940,Siphoviridae,I
NC_006557,Siphoviridae,I
NC_007019,Siphoviridae,I
NC_009965,Rudiviridae,I
NC_007917,Myoviridae,I
NC_007045,Siphoviridae,I
NC_007046,Rountreeviridae,I
NC_007048,Siphoviridae,I
NC_007049,Siphoviridae,I
NC_007051,Siphoviridae,I
NC_007052,Siphoviridae,I
NC_007054,Siphoviridae,I
NC_007055,Siphoviridae,I
NC_007056,Siphoviridae,I
NC_007057,Siphoviridae,I
NC_007058,Siphoviridae,I
NC_007059,Siphoviridae,I
NC_007060,Siphoviridae,I
NC_007061,Siphoviridae,I
NC_007062,Siphoviridae,I
NC_007063,Siphoviridae,I
NC_007064,Siphoviridae,I
NC_007065,Siphoviridae,I
NC_008798,Siphoviridae,I
NC_008799,Siphoviridae,I
NC_011802,Podoviridae,I
NC_009812,Siphoviridae,I
NC_009813,Myoviridae,I
NC_009815,Siphoviridae,I
NC_007145,Myoviridae,I
NC_013055,Siphoviridae,I
NC_011551,Podoviridae,I
NC_008562,Myoviridae,I
NC_008193,Myoviridae,I
NC_007804,Podoviridae,I
NC_007456,Autographiviridae,I
NC_007636,Autographiviridae,I
NC_007637,Autographiviridae,I
NC_007814,Siphoviridae,I
NC_007805,Siphoviridae,I
NC_042060,Myoviridae,I
NC_007458,Siphoviridae,I
NC_011976,Podoviridae,I
NC_007497,Siphoviridae,I
NC_004746,Siphoviridae,I
NC_007603,Drexlerviridae,I
NC_007734,Siphoviridae,I
NC_008689,Siphoviridae,I
NC_007924,Myoviridae,I
NC_008376,Myoviridae,I
NC_007967,Siphoviridae,I
NC_012884,Siphoviridae,I
NC_007902,Podoviridae,I
NC_008194,Siphoviridae,I
NC_008203,Siphoviridae,I
NC_008205,Siphoviridae,I
NC_008199,Siphoviridae,I
NC_009541,Siphoviridae,I
NC_008201,Myoviridae,I
NC_008464,Podoviridae,I
NC_010147,Siphoviridae,I
NC_020878,Autographiviridae,I
NC_020874,Autographiviridae,I
NC_008296,Myoviridae,I
NC_009935,Autographiviridae,I
NC_008617,Siphoviridae,I
NC_009817,Podoviridae,I
NC_008717,Siphoviridae,I
NC_009737,Myoviridae,I
NC_008265,Siphoviridae,I
NC_009818,Siphoviridae,I
NC_011041,Myoviridae,I
NC_008723,Siphoviridae,I
NC_009819,Siphoviridae,I
NC_009382,Myoviridae,I
NC_008721,Siphoviridae,I
NC_009514,Siphoviridae,I
NC_009018,Siphoviridae,I
NC_010495,Siphoviridae,I
NC_009232,Siphoviridae,I
NC_022754,Siphoviridae,I
NC_022752,Siphoviridae,I
NC_009234,Myoviridae,I
NC_009237,Myoviridae,I
NC_019768,Siphoviridae,I
NC_019769,Siphoviridae,I
NC_019767,Siphoviridae,I
NC_027982,Siphoviridae,I
NC_009820,Siphoviridae,I
NC_015282,Myoviridae,I
NC_015279,Myoviridae,I
NC_015288,Myoviridae,I
NC_015283,Myoviridae,I
NC_016657,Autographiviridae,I
NC_016656,Autographiviridae,I
NC_009762,Siphoviridae,I
NC_009763,Siphoviridae,I
NC_015281,Myoviridae,I
NC_015286,Myoviridae,I
NC_015289,Myoviridae,I
NC_015287,Myoviridae,I
NC_015290,Myoviridae,I
NC_016658,Autographiviridae,I
NC_015284,Myoviridae,I
NC_015280,Myoviridae,I
NC_009603,Siphoviridae,I
NC_009552,Siphoviridae,I
NC_009821,Myoviridae,I
NC_010106,Chaseviridae,I
NC_010355,Siphoviridae,I
NC_009543,Siphoviridae,I
NC_009875,Rountreeviridae,I
NC_042057,Siphoviridae,I
NC_019455,Myoviridae,I
NC_010325,Podoviridae,I
NC_010326,Autographiviridae,I
NC_010808,Siphoviridae,I
NC_010237,Podoviridae,I
NC_010275,Myoviridae,I
NC_011046,Siphoviridae,I
NC_011107,Autographiviridae,I
NC_011104,Siphoviridae,I
NC_011373,Siphoviridae,I
NC_015454,Siphoviridae,I
NC_015453,Siphoviridae,I
NC_011613,Siphoviridae,I
NC_011611,Siphoviridae,I
NC_047728,Herelleviridae,I
NC_010807,Autographiviridae,I
NC_011040,Autographiviridae,I
NC_011042,Autographiviridae,I
NC_011045,Autographiviridae,I
NC_011043,Autographiviridae,I
NC_011038,Autographiviridae,I
NC_021071,Myoviridae,I
NC_021559,Myoviridae,I
NC_020875,Myoviridae,I
NC_021072,Myoviridae,I
NC_010945,Siphoviridae,I
NC_011810,Myoviridae,I
NC_011039,Siphoviridae,I
NC_011273,Myoviridae,I
NC_011165,Myoviridae,I
NC_011166,Myoviridae,I
NC_011142,Myoviridae,I
NC_013085,Myoviridae,I
NC_011216,Myoviridae,I
NC_011398,Myoviridae,I
NC_011291,Siphoviridae,I
NC_011288,Siphoviridae,I
NC_011287,Siphoviridae,I
NC_011289,Siphoviridae,I
NC_011645,Siphoviridae,I
NC_021070,Myoviridae,I
NC_011589,Siphoviridae,I
NC_011612,Siphoviridae,I
NC_012740,Myoviridae,I
NC_012741,Myoviridae,I
NC_011801,Siphoviridae,I
NC_011703,Myoviridae,I
NC_011756,Myoviridae,I
NC_024137,Herelleviridae,I
NC_013059,Podoviridae,I
NC_012027,Siphoviridae,I
NC_012418,Autographiviridae,I
NC_027981,Myoviridae,I
NC_012756,Siphoviridae,I
NC_014595,Myoviridae,I
NC_012753,Siphoviridae,I
NC_013696,Siphoviridae,I
NC_042027,Siphoviridae,I
NC_013594,Myoviridae,I
NC_013155,Siphoviridae,I
NC_013152,Siphoviridae,I
NC_013153,Siphoviridae,I
NC_013154,Siphoviridae,I
NC_013195,Siphoviridae,I
NC_015249,Autographiviridae,I
NC_027995,Myoviridae,I
NC_013599,Podoviridae,I
NC_013600,Siphoviridae,I
NC_013646,Siphoviridae,I
NC_013643,Siphoviridae,I
NC_013648,Siphoviridae,I
NC_013644,Siphoviridae,I
NC_013649,Autographiviridae,I
NC_013647,Autographiviridae,I
NC_013597,Myoviridae,I
NC_031242,Myoviridae,I
NC_023694,Siphoviridae,I
NC_023735,Siphoviridae,I
NC_014260,Myoviridae,I
NC_027993,Siphoviridae,I
NC_027994,Siphoviridae,I
NC_041897,Siphoviridae,I
NC_041898,Siphoviridae,I
NC_014792,Myoviridae,I
NC_023748,Siphoviridae,I
NC_014662,Myoviridae,I
NC_014900,Podoviridae,I
NC_027997,Myoviridae,I
NC_027996,Myoviridae,I
NC_048031,Autographiviridae,I
NC_048033,Autographiviridae,I
NC_048034,Autographiviridae,I
NC_014229,Siphoviridae,I
NC_017674,Myoviridae,I
NC_020837,Myoviridae,I
NC_021530,Myoviridae,I
NC_020838,Autographiviridae,I
NC_020867,Autographiviridae,I
NC_020851,Myoviridae,I
NC_020856,Podoviridae,I
NC_020858,Podoviridae,I
NC_020841,Myoviridae,I
NC_021558,Siphoviridae,I
NC_020839,Siphoviridae,I
NC_020866,Siphoviridae,I
NC_025464,Autographiviridae,I
NC_048183,Autographiviridae,I
NC_020844,Siphoviridae,I
NC_025461,Autographiviridae,I
NC_047733,Myoviridae,I
NC_019448,Herelleviridae,I
NC_014661,Myoviridae,I
NC_019935,Myoviridae,I
NC_015252,Siphoviridae,I
NC_015254,Siphoviridae,I
NC_016563,Herelleviridae,I
NC_015262,Siphoviridae,I
NC_027984,Podoviridae,I
NC_015271,Autographiviridae,I
NC_020859,Myoviridae,I
NC_020486,Myoviridae,I
NC_019921,Siphoviridae,I
NC_048624,Siphoviridae,I
NC_031019,Podoviridae,I
NC_015263,Siphoviridae,I
NC_020835,Autographiviridae,I
NC_016071,Myoviridae,I
NC_042028,Myoviridae,I
NC_020865,Autographiviridae,I
NC_020845,Myoviridae,I
NC_016160,Siphoviridae,I
NC_016158,Siphoviridae,I
NC_015265,Myoviridae,I
NC_015266,Myoviridae,I
NC_015273,Myoviridae,I
NC_015295,Myoviridae,I
NC_023715,Autographiviridae,I
NC_019488,Myoviridae,I
NC_020855,Myoviridae,I
NC_021560,Myoviridae,I
NC_021557,Myoviridae,I
NC_019490,Siphoviridae,I
NC_019487,Herelleviridae,I
NC_019549,Podoviridae,I
NC_019550,Podoviridae,I
NC_054978,Siphoviridae,I
NC_047854,Myoviridae,I
NC_019932,Myoviridae,I
NC_019486,Siphoviridae,I
NC_019489,Siphoviridae,I
NC_021864,Podoviridae,I
NC_017732,Podoviridae,I
NC_015158,Zobellviridae,I
NC_020414,Autographiviridae,I
NC_019934,Siphoviridae,I
NC_019927,Siphoviridae,I
NC_016564,Siphoviridae,I
NC_015326 NC_028047,Marseilleviridae,I
NC_015457,Myoviridae,I
NC_021783,Siphoviridae,I
NC_027989,Myoviridae,I
NC_041832,Myoviridae,I
NC_041833,Myoviridae,I
NC_041834,Myoviridae,I
NC_016565,Rountreeviridae,I
NC_047720,Herelleviridae,I
NC_019929,Myoviridae,I
NC_015568,Siphoviridae,I
NC_042327,Siphoviridae,I
NC_042328,Siphoviridae,I
NC_041844,Siphoviridae,I
NC_041983,Siphoviridae,I
NC_042316,Siphoviridae,I
NC_041846,Siphoviridae,I
NC_042317,Siphoviridae,I
NC_042318,Siphoviridae,I
NC_042319,Siphoviridae,I
NC_042320,Siphoviridae,I
NC_042326,Siphoviridae,I
NC_042321,Siphoviridae,I
NC_042322,Siphoviridae,I
NC_042323,Siphoviridae,I
NC_042324,Siphoviridae,I
NC_041971,Siphoviridae,I
NC_041987,Siphoviridae,I
NC_041985,Siphoviridae,I
NC_042308,Siphoviridae,I
NC_042312,Siphoviridae,I
NC_042309,Siphoviridae,I
NC_042310,Siphoviridae,I
NC_042313,Siphoviridae,I
NC_042311,Siphoviridae,I
NC_042314,Siphoviridae,I
NC_042036,Siphoviridae,I
NC_042315,Siphoviridae,I
NC_042030,Siphoviridae,I
NC_028906,Siphoviridae,I
NC_042329,Siphoviridae,I
NC_041847,Siphoviridae,I
NC_041989,Siphoviridae,I
NC_041988,Siphoviridae,I
NC_042330,Siphoviridae,I
NC_015719,Autographiviridae,I
NC_022920,Herelleviridae,I
NC_022918,Herelleviridae,I
NC_042331,Siphoviridae,I
NC_048015,Myoviridae,I
NC_023743,Drexlerviridae,I
NC_018285,Siphoviridae,I
NC_041978,Myoviridae,I
NC_023738,Siphoviridae,I
NC_015933,Schitoviridae,I
NC_019505,Myoviridae,I
NC_019503,Myoviridae,I
NC_023729,Siphoviridae,I
NC_023709,Siphoviridae,I
NC_016568,Podoviridae,I
NC_023689,Siphoviridae,I
NC_023734,Siphoviridae,I
NC_042333,Siphoviridae,I
NC_023731,Siphoviridae,I
NC_023707,Siphoviridae,I
NC_023710,Siphoviridae,I
NC_041850,Siphoviridae,I
NC_023692,Siphoviridae,I
NC_047867,Autographiviridae,I
NC_022087,Siphoviridae,I
NC_041969,Siphoviridae,I
NC_023730,Siphoviridae,I
NC_019444,Myoviridae,I
NC_019443,Myoviridae,I
NC_023719,Myoviridae,I
NC_023708,Siphoviridae,I
NC_023695,Siphoviridae,I
NC_020416,Myoviridae,I
NC_041970,Siphoviridae,I
NC_023742,Siphoviridae,I
NC_041965,Siphoviridae,I
NC_023697,Siphoviridae,I
NC_023713,Siphoviridae,I
NC_023687,Siphoviridae,I
NC_023703,Siphoviridae,I
NC_023686,Siphoviridae,I
NC_042334,Siphoviridae,I
NC_023745,Siphoviridae,I
NC_019501,Podoviridae,I
NC_027402,Myoviridae,I
NC_027298,Siphoviridae,I
NC_041851,Siphoviridae,I
NC_042336,Siphoviridae,I
NC_042335,Siphoviridae,I
NC_016770,Siphoviridae,I
NC_016165,Siphoviridae,I
NC_016652,Siphoviridae,I
NC_025443,Siphoviridae,I
NC_016763,Siphoviridae,I
NC_020201,Myoviridae,I
NC_018277,Siphoviridae,I
NC_048628,Siphoviridae,I
NC_019502,Siphoviridae,I
NC_019442,Podoviridae,I
NC_016571,Myoviridae,I
NC_016761,Podoviridae,I
NC_018264,Siphoviridae,I
NC_047736,Herelleviridae,I
NC_047735,Herelleviridae,I
NC_017985,Podoviridae,I
NC_019527,Myoviridae,I
NC_019522,Myoviridae,I
NC_016762,Siphoviridae,I
NC_016765,Siphoviridae,I
NC_029099,Drexlerviridae,I
NC_027355,Herelleviridae,I
NC_016767,Podoviridae,I
NC_019517,Myoviridae,I
NC_019446,Podoviridae,I
NC_019447,Podoviridae,I
NC_019515,Myoviridae,I
NC_018857,Herelleviridae,I
NC_019516,Myoviridae,I
NC_018863,Herelleviridae,I
NC_019417,Siphoviridae,I
NC_019400,Myoviridae,I
NC_019401,Myoviridae,I
NC_019403,Autographiviridae,I
NC_019404,Drexlerviridae,I
NC_019399,Myoviridae,I
NC_017865,Autographiviridae,I
NC_020490,Siphoviridae,I
NC_019915,Siphoviridae,I
NC_019914,Siphoviridae,I
NC_019526,Myoviridae,I
NC_027980,Autographiviridae,I
NC_019545,Siphoviridae,I
NC_041986,Siphoviridae,I
NC_019710,Siphoviridae,I
NC_019717,Siphoviridae,I
NC_019714,Siphoviridae,I
NC_019723,Siphoviridae,I
NC_019719,Siphoviridae,I
NC_019711,Siphoviridae,I
NC_019706,Siphoviridae,I
NC_019708,Siphoviridae,I
NC_019704,Siphoviridae,I
NC_019709,Siphoviridae,I
NC_019705,Siphoviridae,I
NC_019718,Drexlerviridae,I
NC_019720,Siphoviridae,I
NC_019715,Siphoviridae,I
NC_019721,Siphoviridae,I
NC_049942,Siphoviridae,I
NC_018846,Podoviridae,I
NC_019524,Siphoviridae,I
NC_019512,Podoviridae,I
NC_019451,Myoviridae,I
NC_018274,Siphoviridae,I
NC_041910,Siphoviridae,I
NC_018273,Siphoviridae,I
NC_041982,Siphoviridae,I
NC_041984,Siphoviridae,I
NC_019539,Siphoviridae,I
NC_017695,Siphoviridae,I
NC_017702,Siphoviridae,I
NC_017698,Siphoviridae,I
NC_017696,Siphoviridae,I
NC_020199,Siphoviridae,I
NC_018454,Siphoviridae,I
NC_018275,Podoviridae,I
NC_018279,Siphoviridae,I
NC_023588,Myoviridae,I
NC_023698,Siphoviridae,I
NC_023723,Siphoviridae,I
NC_019513,Siphoviridae,I
NC_017968,Siphoviridae,I
NC_020871,Herelleviridae,I
NC_042066,Drexlerviridae,I
NC_021539,Siphoviridae,I
NC_021775,Siphoviridae,I
NC_042065,Siphoviridae,I
NC_021774,Myoviridae,I
NC_017973,Siphoviridae,I
NC_054800,Siphoviridae,I
NC_018843,Siphoviridae,I
NC_017984,Myoviridae,I
NC_017978,Siphoviridae,I
NC_025418,Autographiviridae,I
NC_018085,Siphoviridae,I
NC_041852,Siphoviridae,I
NC_021326,Siphoviridae,I
NC_021332,Siphoviridae,I
NC_042337,Siphoviridae,I
NC_047722,Herelleviridae,I
NC_047723,Herelleviridae,I
NC_047725,Herelleviridae,I
NC_047726,Herelleviridae,I
NC_047727,Herelleviridae,I
NC_047724,Herelleviridae,I
NC_021863,Siphoviridae,I
NC_027360,Myoviridae,I
NC_020879,Myoviridae,I
NC_030933,Herelleviridae,I
NC_019931,Podoviridae,I
NC_018836,Siphoviridae,I
NC_018848,Siphoviridae,I
NC_027351,Myoviridae,I
NC_027344,Myoviridae,I
NC_020081,Herelleviridae,I
NC_019421,Myoviridae,I
NC_019422,Myoviridae,I
NC_041992,Siphoviridae,I
NC_019919,Demerecviridae,I
NC_019909,Myoviridae,I
NC_019928,Podoviridae,I
NC_041849,Siphoviridae,I
NC_041991,Siphoviridae,I
NC_042339,Siphoviridae,I
NC_042340,Siphoviridae,I
NC_041853,Siphoviridae,I
NC_054977,Siphoviridae,I
NC_024711,Podoviridae,I
NC_047738,Autographiviridae,I
NC_034248,Siphoviridae,I
NC_019541,Siphoviridae,I
NC_025425,Myoviridae,I
NC_027339,Myoviridae,I
NC_022091,Autographiviridae,I
NC_027986,Siphoviridae,I
NC_027992,Siphoviridae,I
NC_047739,Siphoviridae,I
NC_041855,Siphoviridae,I
NC_042341,Siphoviridae,I
NC_049924,Podoviridae,I
NC_049923,Podoviridae,I
NC_049941,Siphoviridae,I
NC_049945,Siphoviridae,I
NC_049944,Siphoviridae,I
NC_021861,Siphoviridae,I
NC_019722,Myoviridae,I
NC_019713,Siphoviridae,I
NC_028995,Myoviridae,I
NC_018834,Siphoviridae,I
NC_018839,Siphoviridae,I
NC_018841,Siphoviridae,I
NC_018845,Siphoviridae,I
NC_018849,Siphoviridae,I
NC_018852,Siphoviridae,I
NC_018838,Siphoviridae,I
NC_018840,Siphoviridae,I
NC_018842,Siphoviridae,I
NC_018847,Siphoviridae,I
NC_018851,Siphoviridae,I
NC_019813,Podoviridae,I
NC_018832,Siphoviridae,I
NC_022336,Siphoviridae,I
NC_022339,Siphoviridae,I
NC_022338,Siphoviridae,I
NC_022335,Siphoviridae,I
NC_022337,Siphoviridae,I
NC_022342,Siphoviridae,I
NC_022334,Siphoviridae,I
NC_022341,Siphoviridae,I
NC_022340,Siphoviridae,I
NC_022090,Herelleviridae,I
NC_020877,Herelleviridae,I
NC_018850,Podoviridae,I
NC_020204,Myoviridae,I
NC_019912,Siphoviridae,I
NC_019418,Siphoviridae,I
NC_019416,Autographiviridae,I
NC_019726,Herelleviridae,I
NC_047721,Herelleviridae,I
NC_041857,Myoviridae,I
NC_020876,Siphoviridae,I
NC_041906,Schitoviridae,I
NC_025417,Herelleviridae,I
NC_022746,Autographiviridae,I
NC_024390,Siphoviridae,I
NC_020870,Siphoviridae,I
NC_024385,Siphoviridae,I
NC_024386,Siphoviridae,I
NC_024380,Siphoviridae,I
NC_020880,Siphoviridae,I
NC_021533,Siphoviridae,I
NC_021853,Siphoviridae,I
NC_021860,Siphoviridae,I
NC_021854,Siphoviridae,I
NC_021852,Siphoviridae,I
NC_021855,Siphoviridae,I
NC_022791,Siphoviridae,I
NC_020104,Mimiviridae,I
NC_042342,Podoviridae,I
NC_042343,Podoviridae,I
NC_025456,Autographiviridae,I
NC_021773,Siphoviridae,I
NC_027364,Myoviridae,I
NC_021323,Siphoviridae,I
NC_023501,Herelleviridae,I
NC_047715,Myoviridae,I
NC_047716,Myoviridae,I
NC_047717,Myoviridae,I
NC_031235,Myoviridae,I
NC_047734,Myoviridae,I
NC_023006,Myoviridae,I
NC_021343,Myoviridae,I
NC_020483,Autographiviridae,I
NC_042133,Herelleviridae,I
NC_049351,Siphoviridae,I
NC_055041,Siphoviridae,I
NC_021061,Siphoviridae,I
NC_041976,Myoviridae,I
NC_029104,Myoviridae,I
NC_029029,Myoviridae,I
NC_021532,Schitoviridae,I
NC_021325,Siphoviridae,I
NC_023499,Siphoviridae,I
NC_023500,Siphoviridae,I
NC_021336,Salasmaviridae,I
NC_047855,Rountreeviridae,I
NC_021299,Siphoviridae,I
NC_021317,Siphoviridae,I
NC_021324,Siphoviridae,I
NC_021334,Siphoviridae,I
NC_021298,Siphoviridae,I
NC_021304,Siphoviridae,I
NC_021339,Siphoviridae,I
NC_021306,Siphoviridae,I
NC_021302,Siphoviridae,I
NC_021308,Siphoviridae,I
NC_021538,Siphoviridae,I
NC_021535,Siphoviridae,I
NC_021297,Siphoviridae,I
NC_021309,Siphoviridae,I
NC_021307,Siphoviridae,I
NC_021301,Siphoviridae,I
NC_021311,Siphoviridae,I
NC_021305,Siphoviridae,I
NC_021338,Siphoviridae,I
NC_021318,Siphoviridae,I
NC_022323,Myoviridae,I
NC_021789,Podoviridae,I
NC_048026,Autographiviridae,I
NC_021865,Siphoviridae,I
NC_021777,Siphoviridae,I
NC_022055,Siphoviridae,I
NC_022066,Siphoviridae,I
NC_022067,Siphoviridae,I
NC_029023,Myoviridae,I
NC_041928,Herelleviridae,I
NC_023587,Myoviridae,I
NC_023584,Myoviridae,I
NC_022086,Siphoviridae,I
NC_022069,Siphoviridae,I
NC_022060,Siphoviridae,I
NC_022068,Siphoviridae,I
NC_022056,Siphoviridae,I
NC_022062,Siphoviridae,I
NC_022052,Siphoviridae,I
NC_022324,Siphoviridae,I
NC_022054,Siphoviridae,I
NC_022065,Siphoviridae,I
NC_022071,Siphoviridae,I
NC_022747,Myoviridae,I
NC_021801,Siphoviridae,I
NC_027404,Myoviridae,I
NC_021784,Myoviridae,I
NC_022753,Siphoviridae,I
NC_029018,Siphoviridae,I
NC_022329,Siphoviridae,I
NC_022330,Siphoviridae,I
NC_027204,Myoviridae,I
NC_022059,Siphoviridae,I
NC_023599,Siphoviridae,I
NC_022750,Myoviridae,I
NC_022088,Herelleviridae,I
NC_022070,Siphoviridae,I
NC_022085,Siphoviridae,I
NC_022058,Siphoviridae,I
NC_022988,Siphoviridae,I
NC_022976,Siphoviridae,I
NC_022969,Siphoviridae,I
NC_024790,Schitoviridae,I
NC_024794,Myoviridae,I
NC_022968,Myoviridae,I
NC_022977,Siphoviridae,I
NC_022965,Siphoviridae,I
NC_022973,Siphoviridae,I
NC_022979,Siphoviridae,I
NC_022985,Siphoviridae,I
NC_023503,Siphoviridae,I
NC_024786,Schitoviridae,I
NC_022775,Siphoviridae,I
NC_022758,Siphoviridae,I
NC_022914,Siphoviridae,I
NC_022769,Herelleviridae,I
NC_022771,Herelleviridae,I
NC_022763,Herelleviridae,I
NC_023583,Podoviridae,I
NC_022749,Myoviridae,I
NC_022744,Autographiviridae,I
NC_023558,Autographiviridae,I
NC_024144,Myoviridae,I
NC_022756,Siphoviridae,I
NC_022972,Siphoviridae,I
NC_023498,Siphoviridae,I
NC_047742,Siphoviridae,I
NC_023567,Autographiviridae,I
NC_024793,Drexlerviridae,I
NC_024784,Drexlerviridae,I
NC_024789,Drexlerviridae,I
NC_029120,Podoviridae,I
NC_024206,Myoviridae,I
NC_022915,Podoviridae,I
NC_038511,Marseilleviridae,I
NC_022971,Podoviridae,I
NC_023564,Siphoviridae,I
NC_023579,Schitoviridae,I
NC_023562,Siphoviridae,I
NC_023552,Siphoviridae,I
NC_028940,Myoviridae,I
NC_022983,Siphoviridae,I
NC_022975,Siphoviridae,I
NC_022984,Siphoviridae,I
NC_022981,Siphoviridae,I
NC_024124,Myoviridae,I
NC_047743,Autographiviridae,I
NC_023551,Siphoviridae,I
NC_023571,Siphoviridae,I
NC_023560,Siphoviridae,I
NC_023582,Siphoviridae,I
NC_027349,Myoviridae,I
NC_023559,Siphoviridae,I
NC_029116,Myoviridae,I
NC_023553,Siphoviridae,I
NC_023565,Siphoviridae,I
NC_023577,Siphoviridae,I
NC_023572,Siphoviridae,I
NC_023580,Siphoviridae,I
NC_023602,Siphoviridae,I
NC_029121,Herelleviridae,I
NC_047744,Herelleviridae,I
NC_026607,Myoviridae,I
NC_024134,Myoviridae,I
NC_024361,Siphoviridae,I
NC_024357,Siphoviridae,I
NC_024370,Siphoviridae,I
NC_023573,Herelleviridae,I
NC_030931,Siphoviridae,I
NC_027368,Myoviridae,I
NC_023550,Rountreeviridae,I
NC_023561,Myoviridae,I
NC_023576,Autographiviridae,I
NC_023548,Autographiviridae,I
NC_024136,Siphoviridae,I
NC_023607,Siphoviridae,I
NC_023862,Siphoviridae,I
NC_023597,Siphoviridae,I
NC_023606,Siphoviridae,I
NC_023601,Myoviridae,I
NC_023609,Siphoviridae,I
NC_024142,Schitoviridae,I
NC_024384,Siphoviridae,I
NC_024387,Siphoviridae,I
NC_024123,Podoviridae,I
NC_024391,Siphoviridae,I
NC_024204,Siphoviridae,I
NC_023608,Siphoviridae,I
NC_024143,Siphoviridae,I
NC_024146,Siphoviridae,I
NC_024121,Myoviridae,I
NC_024330,Siphoviridae,I
NC_029107,Siphoviridae,I
NC_047871,Herelleviridae,I
NC_024141,Siphoviridae,I
NC_024148,Siphoviridae,I
NC_024147,Siphoviridae,I
NC_025453,Siphoviridae,I
NC_026590,Siphoviridae,I
NC_051724,Siphoviridae,I
NC_024216,Herelleviridae,I
NC_024207,Herelleviridae,I
NC_024213,Herelleviridae,I
NC_024205,Herelleviridae,I
NC_024211,Herelleviridae,I
NC_024788,Herelleviridae,I
NC_027130,Myoviridae,I
NC_047718,Myoviridae,I
NC_047719,Myoviridae,I
NC_026928,Myoviridae,I
NC_026927,Myoviridae,I
NC_047712,Myoviridae,I
NC_047713,Myoviridae,I
NC_026924,Myoviridae,I
NC_026926,Myoviridae,I
NC_024125,Myoviridae,I
NC_024210,Drexlerviridae,I
NC_024379,Autographiviridae,I
NC_029010,Siphoviridae,I
NC_027371,Siphoviridae,I
NC_024368,Siphoviridae,I
NC_027352,Herelleviridae,I
NC_025460,Siphoviridae,I
NC_025434,Podoviridae,I
NC_025427,Myoviridae,I
NC_024362,Autographiviridae,I
NC_024365,Siphoviridae,I
NC_027357,Siphoviridae,I
NC_027373,Siphoviridae,I
NC_027391,Siphoviridae,I
NC_027400,Siphoviridae,I
NC_027380,Siphoviridae,I
NC_027333,Siphoviridae,I
NC_027359,Siphoviridae,I
NC_041955,Siphoviridae,I
NC_027361,Siphoviridae,I
NC_027385,Siphoviridae,I
NC_027401,Siphoviridae,I
NC_027403,Siphoviridae,I
NC_027367,Siphoviridae,I
NC_027294,Siphoviridae,I
NC_027347,Siphoviridae,I
NC_041957,Siphoviridae,I
NC_027386,Siphoviridae,I
NC_027405,Siphoviridae,I
NC_027370,Siphoviridae,I
NC_027295,Siphoviridae,I
NC_027354,Siphoviridae,I
NC_027376,Siphoviridae,I
NC_027334,Myoviridae,I
NC_028917,Siphoviridae,I
NC_028775,Siphoviridae,I
NC_024785,Myoviridae,I
NC_041979,Myoviridae,I
NC_041863,Myoviridae,I
NC_041864,Myoviridae,I
NC_025424,Siphoviridae,I
NC_026016,Siphoviridae,I
NC_027398,Podoviridae,I
NC_029046,Siphoviridae,I
NC_025416,Herelleviridae,I
NC_025426,Herelleviridae,I
NC_027299,Podoviridae,I
NC_026604,Siphoviridae,I
NC_024792,Herelleviridae,I
NC_026597,Siphoviridae,I
NC_027387,Autographiviridae,I
NC_026588,Siphoviridae,I
NC_026584,Siphoviridae,I
NC_028798,Siphoviridae,I
NC_028794,Siphoviridae,I
NC_028872,Myoviridae,I
NC_028912,Siphoviridae,I
NC_028757,Siphoviridae,I
NC_026591,Siphoviridae,I
NC_026596,Siphoviridae,I
NC_049353,Siphoviridae,I
NC_049352,Siphoviridae,I
NC_024791,Zobellviridae,I
NC_025115,Myoviridae,I
NC_027384,Siphoviridae,I
NC_025445,Autographiviridae,I
NC_026593,Siphoviridae,I
NC_026585,Siphoviridae,I
NC_027377,Siphoviridae,I
NC_025451,Autographiviridae,I
NC_026611,Myoviridae,I
NC_027293,Myoviridae,I
NC_027331,Myoviridae,I
NC_026017,Siphoviridae,I
NC_028832,Siphoviridae,I
NC_028923,Siphoviridae,I
NC_028876,Siphoviridae,I
NC_025437,Myoviridae,I
NC_025430,Myoviridae,I
NC_021315,Siphoviridae,I
NC_025442,Siphoviridae,I
NC_028955,Myoviridae,I
NC_025450,Autographiviridae,I
NC_029077,Siphoviridae,I
NC_031258,Autographiviridae,I
NC_031271,Autographiviridae,I
NC_031228,Siphoviridae,I
